"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3130","Add product to cart","","2026-03-23","passed","2026-03-23","","","",""
"","6545","User attempts to login","","2026-03-23","passed","2026-03-23","","","",""
"","5728","User attempts to login","","2026-03-23","failed","2026-03-23","","","",""
"","2615","Remove product from cart","","2026-03-23","passed","2026-03-23","","","",""
"","3175","User attempts to login","","2026-03-23","passed","2026-03-23","","","",""
